user_seq,id_usuario,pais_residencia,cidade_residencia,latitude_base,longitude_base,perfil,device_principal,ticket_medio,renda_faixa,criado_em
4728,user_04728,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2025-02-12
4729,user_04729,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-02-13
4730,user_04730,BR,Sao Paulo,-23.5505,-46.6333,VIAJANTE,mobile,260,MEDIA,2025-02-14
4731,user_04731,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2025-02-15
4732,user_04732,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-02-16
4733,user_04733,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-02-17
4734,user_04734,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2025-02-18
4735,user_04735,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-02-19
4736,user_04736,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-02-20
4737,user_04737,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2025-02-21
4738,user_04738,BR,Sao Paulo,-23.5505,-46.6333,CORPORATIVO,mobile,420,MEDIA_ALTA,2025-02-22
4739,user_04739,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-02-23
4740,user_04740,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2025-02-24
4741,user_04741,BR,Sao Paulo,-23.5505,-46.6333,VIAJANTE,mobile,260,MEDIA,2025-02-25
4742,user_04742,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-02-26
4743,user_04743,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2025-02-27
4744,user_04744,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-02-28
4745,user_04745,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-03-01
4746,user_04746,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2025-03-02
4747,user_04747,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-03-03
4748,user_04748,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-03-04
4749,user_04749,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2025-03-05
4750,user_04750,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-03-06
4751,user_04751,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-03-07
4752,user_04752,BR,Sao Paulo,-23.5505,-46.6333,VIAJANTE,web,260,MEDIA,2025-03-08
4753,user_04753,BR,Sao Paulo,-23.5505,-46.6333,ALTO_VALOR,mobile,850,ALTA,2025-03-09
4754,user_04754,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-03-10
4755,user_04755,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2025-03-11
4756,user_04756,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-03-12
4757,user_04757,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-03-13
4758,user_04758,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2025-03-14
4759,user_04759,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-03-15
4760,user_04760,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-03-16
4761,user_04761,BR,Sao Paulo,-23.5505,-46.6333,CORPORATIVO,web,420,MEDIA_ALTA,2025-03-17
4762,user_04762,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-03-18
4763,user_04763,BR,Sao Paulo,-23.5505,-46.6333,VIAJANTE,mobile,260,MEDIA,2025-03-19
4764,user_04764,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2025-03-20
4765,user_04765,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-03-21
4766,user_04766,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-03-22
4767,user_04767,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2025-03-23
4768,user_04768,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-03-24
4769,user_04769,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-03-25
4770,user_04770,US,New York,40.7128,-74.0060,PADRAO,web,120,MEDIA,2025-03-26
4771,user_04771,US,New York,40.7128,-74.0060,PADRAO,mobile,120,MEDIA,2025-03-27
4772,user_04772,US,New York,40.7128,-74.0060,PADRAO,mobile,120,MEDIA,2025-03-28
4773,user_04773,US,New York,40.7128,-74.0060,PADRAO,web,120,MEDIA,2025-03-29
4774,user_04774,US,New York,40.7128,-74.0060,VIAJANTE,mobile,260,MEDIA,2025-03-30
4775,user_04775,US,New York,40.7128,-74.0060,PADRAO,mobile,120,MEDIA,2025-03-31
4776,user_04776,US,New York,40.7128,-74.0060,PADRAO,web,120,MEDIA,2025-04-01
4777,user_04777,US,New York,40.7128,-74.0060,PADRAO,mobile,120,MEDIA,2025-04-02
4778,user_04778,GB,London,51.5074,-0.1278,PADRAO,mobile,120,MEDIA,2025-04-03
4779,user_04779,GB,London,51.5074,-0.1278,PADRAO,web,120,MEDIA,2025-04-04
4780,user_04780,GB,London,51.5074,-0.1278,PADRAO,mobile,120,MEDIA,2025-04-05
4781,user_04781,GB,London,51.5074,-0.1278,PADRAO,mobile,120,MEDIA,2025-04-06
4782,user_04782,GB,London,51.5074,-0.1278,PADRAO,web,120,MEDIA,2025-04-07
4783,user_04783,FR,Paris,48.8566,2.3522,PADRAO,mobile,120,MEDIA,2025-04-08
4784,user_04784,FR,Paris,48.8566,2.3522,CORPORATIVO,mobile,420,MEDIA_ALTA,2025-04-09
4785,user_04785,FR,Paris,48.8566,2.3522,VIAJANTE,web,260,MEDIA,2025-04-10
4786,user_04786,FR,Paris,48.8566,2.3522,PADRAO,mobile,120,MEDIA,2025-04-11
4787,user_04787,DE,Berlin,52.5200,13.4050,PADRAO,mobile,120,MEDIA,2025-04-12
4788,user_04788,DE,Berlin,52.5200,13.4050,PADRAO,web,120,MEDIA,2025-04-13
4789,user_04789,DE,Berlin,52.5200,13.4050,PADRAO,mobile,120,MEDIA,2025-04-14
4790,user_04790,DE,Berlin,52.5200,13.4050,PADRAO,mobile,120,MEDIA,2025-04-15
4791,user_04791,JP,Tokyo,35.6762,139.6503,PADRAO,web,120,MEDIA,2025-04-16
4792,user_04792,JP,Tokyo,35.6762,139.6503,PADRAO,mobile,120,MEDIA,2025-04-17
4793,user_04793,JP,Tokyo,35.6762,139.6503,PADRAO,mobile,120,MEDIA,2025-04-18
4794,user_04794,CA,Toronto,43.6532,-79.3832,PADRAO,web,120,MEDIA,2025-04-19
4795,user_04795,CA,Toronto,43.6532,-79.3832,PADRAO,mobile,120,MEDIA,2025-04-20
4796,user_04796,CA,Toronto,43.6532,-79.3832,VIAJANTE,mobile,260,MEDIA,2025-04-21
4797,user_04797,AU,Sydney,-33.8688,151.2093,PADRAO,web,120,MEDIA,2025-04-22
4798,user_04798,AU,Sydney,-33.8688,151.2093,PADRAO,mobile,120,MEDIA,2025-04-23
4799,user_04799,AU,Sydney,-33.8688,151.2093,PADRAO,mobile,120,MEDIA,2025-04-24
4800,user_04800,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2025-04-25
4801,user_04801,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-04-26
4802,user_04802,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-04-27
4803,user_04803,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2025-04-28
4804,user_04804,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-04-29
4805,user_04805,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-04-30
4806,user_04806,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2025-05-01
4807,user_04807,BR,Sao Paulo,-23.5505,-46.6333,CORPORATIVO,mobile,420,MEDIA_ALTA,2025-05-02
4808,user_04808,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-05-03
4809,user_04809,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2025-05-04
4810,user_04810,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-05-05
4811,user_04811,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-05-06
4812,user_04812,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2025-05-07
4813,user_04813,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-05-08
4814,user_04814,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-05-09
4815,user_04815,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2025-05-10
4816,user_04816,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-05-11
4817,user_04817,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-05-12
4818,user_04818,BR,Sao Paulo,-23.5505,-46.6333,VIAJANTE,web,260,MEDIA,2025-05-13
4819,user_04819,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-05-14
4820,user_04820,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-05-15
4821,user_04821,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2025-05-16
4822,user_04822,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-05-17
4823,user_04823,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-05-18
4824,user_04824,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2025-05-19
4825,user_04825,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-05-20
4826,user_04826,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-05-21
4827,user_04827,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2025-05-22
4828,user_04828,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-05-23
4829,user_04829,BR,Sao Paulo,-23.5505,-46.6333,VIAJANTE,mobile,260,MEDIA,2025-05-24
4830,user_04830,BR,Sao Paulo,-23.5505,-46.6333,CORPORATIVO,web,420,MEDIA_ALTA,2025-05-25
4831,user_04831,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-05-26
4832,user_04832,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-05-27
4833,user_04833,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2025-05-28
4834,user_04834,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-05-29
4835,user_04835,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-05-30
4836,user_04836,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2025-05-31
4837,user_04837,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-06-01
4838,user_04838,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-06-02
4839,user_04839,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2025-06-03
4840,user_04840,BR,Sao Paulo,-23.5505,-46.6333,VIAJANTE,mobile,260,MEDIA,2025-06-04
4841,user_04841,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-06-05
4842,user_04842,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2025-06-06
4843,user_04843,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-06-07
4844,user_04844,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-06-08
4845,user_04845,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2025-06-09
4846,user_04846,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-06-10
4847,user_04847,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-06-11
4848,user_04848,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2025-06-12
4849,user_04849,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-06-13
4850,user_04850,BR,Sao Paulo,-23.5505,-46.6333,ALTO_VALOR,mobile,850,ALTA,2025-06-14
4851,user_04851,BR,Sao Paulo,-23.5505,-46.6333,VIAJANTE,web,260,MEDIA,2025-06-15
4852,user_04852,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-06-16
4853,user_04853,BR,Sao Paulo,-23.5505,-46.6333,CORPORATIVO,mobile,420,MEDIA_ALTA,2025-06-17
4854,user_04854,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2025-06-18
4855,user_04855,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-06-19
4856,user_04856,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-06-20
4857,user_04857,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2025-06-21
4858,user_04858,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-06-22
4859,user_04859,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-06-23
4860,user_04860,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2025-06-24
4861,user_04861,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-06-25
4862,user_04862,BR,Sao Paulo,-23.5505,-46.6333,VIAJANTE,mobile,260,MEDIA,2025-06-26
4863,user_04863,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2025-06-27
4864,user_04864,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-06-28
4865,user_04865,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-06-29
4866,user_04866,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2025-06-30
4867,user_04867,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-07-01
4868,user_04868,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-07-02
4869,user_04869,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2025-07-03
4870,user_04870,US,New York,40.7128,-74.0060,PADRAO,mobile,120,MEDIA,2025-07-04
4871,user_04871,US,New York,40.7128,-74.0060,PADRAO,mobile,120,MEDIA,2025-07-05
4872,user_04872,US,New York,40.7128,-74.0060,PADRAO,web,120,MEDIA,2025-07-06
4873,user_04873,US,New York,40.7128,-74.0060,VIAJANTE,mobile,260,MEDIA,2025-07-07
4874,user_04874,US,New York,40.7128,-74.0060,PADRAO,mobile,120,MEDIA,2025-07-08
4875,user_04875,US,New York,40.7128,-74.0060,PADRAO,web,120,MEDIA,2025-07-09
4876,user_04876,US,New York,40.7128,-74.0060,CORPORATIVO,mobile,420,MEDIA_ALTA,2025-07-10
4877,user_04877,US,New York,40.7128,-74.0060,PADRAO,mobile,120,MEDIA,2025-07-11
4878,user_04878,GB,London,51.5074,-0.1278,PADRAO,web,120,MEDIA,2025-07-12
4879,user_04879,GB,London,51.5074,-0.1278,PADRAO,mobile,120,MEDIA,2025-07-13
4880,user_04880,GB,London,51.5074,-0.1278,PADRAO,mobile,120,MEDIA,2025-07-14
4881,user_04881,GB,London,51.5074,-0.1278,PADRAO,web,120,MEDIA,2025-07-15
4882,user_04882,GB,London,51.5074,-0.1278,PADRAO,mobile,120,MEDIA,2025-07-16
4883,user_04883,FR,Paris,48.8566,2.3522,PADRAO,mobile,120,MEDIA,2025-07-17
4884,user_04884,FR,Paris,48.8566,2.3522,VIAJANTE,web,260,MEDIA,2025-07-18
4885,user_04885,FR,Paris,48.8566,2.3522,PADRAO,mobile,120,MEDIA,2025-07-19
4886,user_04886,FR,Paris,48.8566,2.3522,PADRAO,mobile,120,MEDIA,2025-07-20
4887,user_04887,DE,Berlin,52.5200,13.4050,PADRAO,web,120,MEDIA,2025-07-21
4888,user_04888,DE,Berlin,52.5200,13.4050,PADRAO,mobile,120,MEDIA,2025-07-22
4889,user_04889,DE,Berlin,52.5200,13.4050,PADRAO,mobile,120,MEDIA,2025-07-23
4890,user_04890,DE,Berlin,52.5200,13.4050,PADRAO,web,120,MEDIA,2025-07-24
4891,user_04891,JP,Tokyo,35.6762,139.6503,PADRAO,mobile,120,MEDIA,2025-07-25
4892,user_04892,JP,Tokyo,35.6762,139.6503,PADRAO,mobile,120,MEDIA,2025-07-26
4893,user_04893,JP,Tokyo,35.6762,139.6503,PADRAO,web,120,MEDIA,2025-07-27
4894,user_04894,CA,Toronto,43.6532,-79.3832,PADRAO,mobile,120,MEDIA,2025-07-28
4895,user_04895,CA,Toronto,43.6532,-79.3832,VIAJANTE,mobile,260,MEDIA,2025-07-29
4896,user_04896,CA,Toronto,43.6532,-79.3832,PADRAO,web,120,MEDIA,2025-07-30
4897,user_04897,AU,Sydney,-33.8688,151.2093,PADRAO,mobile,120,MEDIA,2025-07-31
4898,user_04898,AU,Sydney,-33.8688,151.2093,PADRAO,mobile,120,MEDIA,2025-08-01
4899,user_04899,AU,Sydney,-33.8688,151.2093,CORPORATIVO,web,420,MEDIA_ALTA,2025-08-02
4900,user_04900,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-08-03
4901,user_04901,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-08-04
4902,user_04902,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2025-08-05
4903,user_04903,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-08-06
4904,user_04904,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-08-07
4905,user_04905,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2025-08-08
4906,user_04906,BR,Sao Paulo,-23.5505,-46.6333,VIAJANTE,mobile,260,MEDIA,2025-08-09
4907,user_04907,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-08-10
4908,user_04908,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2025-08-11
4909,user_04909,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-08-12
4910,user_04910,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-08-13
4911,user_04911,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2025-08-14
4912,user_04912,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-08-15
4913,user_04913,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-08-16
4914,user_04914,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2025-08-17
4915,user_04915,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-08-18
4916,user_04916,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-08-19
4917,user_04917,BR,Sao Paulo,-23.5505,-46.6333,VIAJANTE,web,260,MEDIA,2025-08-20
4918,user_04918,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-08-21
4919,user_04919,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-08-22
4920,user_04920,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2025-08-23
4921,user_04921,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-08-24
4922,user_04922,BR,Sao Paulo,-23.5505,-46.6333,CORPORATIVO,mobile,420,MEDIA_ALTA,2025-08-25
4923,user_04923,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2025-08-26
4924,user_04924,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-08-27
4925,user_04925,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-08-28
4926,user_04926,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2025-08-29
4927,user_04927,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-08-30
4928,user_04928,BR,Sao Paulo,-23.5505,-46.6333,VIAJANTE,mobile,260,MEDIA,2025-08-31
4929,user_04929,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2025-09-01
4930,user_04930,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-09-02
4931,user_04931,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-09-03
4932,user_04932,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2025-09-04
4933,user_04933,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-09-05
4934,user_04934,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-09-06
4935,user_04935,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2025-09-07
4936,user_04936,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-09-08
4937,user_04937,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-09-09
4938,user_04938,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2025-09-10
4939,user_04939,BR,Sao Paulo,-23.5505,-46.6333,VIAJANTE,mobile,260,MEDIA,2025-09-11
4940,user_04940,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-09-12
4941,user_04941,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2025-09-13
4942,user_04942,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-09-14
4943,user_04943,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-09-15
4944,user_04944,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2025-09-16
4945,user_04945,BR,Sao Paulo,-23.5505,-46.6333,CORPORATIVO,mobile,420,MEDIA_ALTA,2025-09-17
4946,user_04946,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-09-18
4947,user_04947,BR,Sao Paulo,-23.5505,-46.6333,ALTO_VALOR,web,850,ALTA,2025-09-19
4948,user_04948,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-09-20
4949,user_04949,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-09-21
4950,user_04950,BR,Sao Paulo,-23.5505,-46.6333,VIAJANTE,web,260,MEDIA,2025-09-22
4951,user_04951,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-09-23
4952,user_04952,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-09-24
4953,user_04953,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2025-09-25
4954,user_04954,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-09-26
4955,user_04955,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-09-27
4956,user_04956,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2025-09-28
4957,user_04957,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-09-29
4958,user_04958,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-09-30
4959,user_04959,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2025-10-01
4960,user_04960,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-10-02
4961,user_04961,BR,Sao Paulo,-23.5505,-46.6333,VIAJANTE,mobile,260,MEDIA,2025-10-03
4962,user_04962,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2025-10-04
4963,user_04963,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-10-05
4964,user_04964,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-10-06
4965,user_04965,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2025-10-07
4966,user_04966,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-10-08
4967,user_04967,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-10-09
4968,user_04968,BR,Sao Paulo,-23.5505,-46.6333,CORPORATIVO,web,420,MEDIA_ALTA,2025-10-10
4969,user_04969,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-10-11
4970,user_04970,US,New York,40.7128,-74.0060,PADRAO,mobile,120,MEDIA,2025-10-12
4971,user_04971,US,New York,40.7128,-74.0060,PADRAO,web,120,MEDIA,2025-10-13
4972,user_04972,US,New York,40.7128,-74.0060,VIAJANTE,mobile,260,MEDIA,2025-10-14
4973,user_04973,US,New York,40.7128,-74.0060,PADRAO,mobile,120,MEDIA,2025-10-15
4974,user_04974,US,New York,40.7128,-74.0060,PADRAO,web,120,MEDIA,2025-10-16
4975,user_04975,US,New York,40.7128,-74.0060,PADRAO,mobile,120,MEDIA,2025-10-17
4976,user_04976,US,New York,40.7128,-74.0060,PADRAO,mobile,120,MEDIA,2025-10-18
4977,user_04977,US,New York,40.7128,-74.0060,PADRAO,web,120,MEDIA,2025-10-19
4978,user_04978,GB,London,51.5074,-0.1278,PADRAO,mobile,120,MEDIA,2025-10-20
4979,user_04979,GB,London,51.5074,-0.1278,PADRAO,mobile,120,MEDIA,2025-10-21
4980,user_04980,GB,London,51.5074,-0.1278,PADRAO,web,120,MEDIA,2025-10-22
4981,user_04981,GB,London,51.5074,-0.1278,PADRAO,mobile,120,MEDIA,2025-10-23
4982,user_04982,GB,London,51.5074,-0.1278,PADRAO,mobile,120,MEDIA,2025-10-24
4983,user_04983,FR,Paris,48.8566,2.3522,VIAJANTE,web,260,MEDIA,2025-10-25
4984,user_04984,FR,Paris,48.8566,2.3522,PADRAO,mobile,120,MEDIA,2025-10-26
